央视频道,#genre#
河南卫视,http://123.174.106.11:8888/udp/239.1.1.34:8034
河南卫视,http://1.70.34.15:8085/udp/239.1.1.34:8034
河南卫视,http://180.158.201.25:2048/udp/239.45.0.3:5140
河南卫视,http://113.109.250.162:9999/udp/239.77.0.61:5146
河南卫视,http://113.109.250.162:9999/udp/239.77.1.58:5146
河南卫视,http://113.109.250.162:9999/udp/239.77.1.229:5146
河南卫视,http://113.109.250.162:9999/udp/239.77.0.17:5146
河南卫视,http://222.70.145.55:10010/udp/239.45.0.3:5140
浙江卫视,http://202.99.141.84:8686/rtp/239.253.92.90:8020
浙江卫视,http://123.174.106.11:8888/udp/239.1.1.38:8038
浙江卫视,http://1.70.34.15:8085/udp/239.1.1.38:8038
浙江卫视,http://180.158.201.25:2048/udp/239.45.3.178:5140
浙江卫视,http://113.109.250.162:9999/udp/239.77.0.47:5146
浙江卫视,http://113.109.250.162:9999/udp/239.77.1.32:5146
浙江卫视,http://113.109.250.162:9999/udp/239.77.1.33:5146
浙江卫视,http://113.109.250.162:9999/udp/239.77.1.150:5146
浙江卫视,http://113.109.250.162:9999/udp/239.77.0.89:5146
浙江卫视,http://113.109.250.162:9999/udp/239.77.0.125:5146
浙江卫视,http://222.70.145.55:10010/udp/239.45.3.178:5140
海南卫视,http://202.99.141.84:8686/rtp/239.253.93.155:6323
海南卫视,http://123.174.106.11:8888/udp/239.1.1.55:8055
海南卫视,http://1.70.34.15:8085/udp/239.1.1.55:8055
海南卫视,http://180.158.201.25:2048/udp/239.45.1.81:5140
海南卫视,http://222.70.145.55:10010/udp/239.45.1.81:5140
深圳卫视,http://202.99.141.84:8686/rtp/239.253.92.86:8017
深圳卫视,http://123.174.106.11:8888/udp/239.1.1.39:8039
深圳卫视,http://1.70.34.15:8085/udp/239.1.1.39:8039
深圳卫视,http://180.158.201.25:2048/udp/239.45.3.231:5140
深圳卫视,http://113.109.250.162:9999/udp/239.77.0.55:5146
深圳卫视,http://113.109.250.162:9999/udp/239.77.1.21:5146
深圳卫视,http://113.109.250.162:9999/udp/239.77.1.3:5146
深圳卫视,http://113.109.250.162:9999/udp/239.77.1.148:5146
深圳卫视,http://113.109.250.162:9999/udp/239.77.0.92:5146
深圳卫视,http://113.109.250.162:9999/udp/239.77.0.130:5146
深圳卫视,http://222.70.145.55:10010/udp/239.45.3.231:5140
湖北卫视,http://202.99.141.84:8686/rtp/239.253.92.210:6567
湖北卫视,http://123.174.106.11:8888/udp/239.1.1.32:8032
湖北卫视,http://1.70.34.15:8085/udp/239.1.1.32:8032
湖北卫视,http://180.158.201.25:2048/udp/239.45.3.239:5140
湖北卫视,http://113.109.250.162:9999/udp/239.77.0.56:5146
湖北卫视,http://113.109.250.162:9999/udp/239.77.1.44:5146
湖北卫视,http://113.109.250.162:9999/udp/239.77.1.93:5146
湖北卫视,http://113.109.250.162:9999/udp/239.77.1.174:5146
湖北卫视,http://113.109.250.162:9999/udp/239.77.0.95:5146
湖北卫视,http://113.109.250.162:9999/udp/239.77.0.128:5146
湖北卫视,http://222.70.145.55:10010/udp/239.45.3.239:5140
湖南卫视,http://202.99.141.84:8686/rtp/239.253.92.84:8015
湖南卫视,http://123.174.106.11:8888/udp/239.1.1.28:8028
湖南卫视,http://1.70.34.15:8085/udp/239.1.1.28:8028
湖南卫视,http://180.158.201.25:2048/udp/239.45.3.228:5140
